,AO,GIR,Girassol Terminal,Girassol Terminal,,1-------,RL,0901,,0738S 01141E,
,AO,GPO,Greater Plutonio,Greater Plutonio,,1-------,RL,1601,,0750S 01207E,
,AO,LBT,Lombo Terminal,Lombo Terminal,,1-------,RL,0901,,0659S 01221E,
,AO,NQI,Nóqui,Noqui,,123-----,RL,0901,,0551S 01326E,
,AO,NTO,N'Zeto,N'Zeto,ZAI,1-3-----,AS,0901,,0714S 01252E,
,AO,PLE,Tombua,Tombua,NAM,1-3-----,AS,0103,,1549S 01151E,
,AO,PSA,Porto Saco (Portosalazar),Porto Saco (Portosalazar),,1-------,RL,0901,,1508S 01208E,
,AO,RSN,River Sao Nicolau,River Sao Nicolau,,1-------,RL,0901,,1415S 01220E,
,AO,STL,Sazaire Terminal,Sazaire Terminal,,1-------,RL,0901,,0605S 01223E,
,AQ,ABA,Aboa,Aboa,,1-------,RL,0507,,7303S 01325W,
,AQ,APT,Arturo Prat,Arturo Prat,,1-------,RL,0507,,6230S 05941W,
,AQ,ARC,Arctowski,Arctowski,,1-------,RL,0507,,6209S 05828W,
,AQ,ART,Artigas,Artigas,,1-------,RL,0507,,6211S 05854W,
,AQ,BHN,Bellingshausen,Bellingshausen,,1-------,RL,0507,,6211S 05857W,
,AQ,CAS,Casey Station,Casey Station,,1-------,RL,0907,,6617S 11031E,
,AQ,CFZ,Comandante Ferraz,Comandante Ferraz,,1-------,RL,0507,,6205S 05823W,
,AQ,DAV,Davis Station,Davis Station,,1-------,RL,0907,,6834S 07758E,
,AQ,DDU,Dumont d'Urville Station,Dumont d'Urville Station,,1-------,RL,0907,,6639S 14000E,
,AQ,ESC,Escudero,Escudero,,1-------,RL,0507,,6212S 05857W,
,AQ,ESP,Esperanza,Esperanza,,1-------,RL,0507,,6323S 05659W,
,AQ,GWL,Great Wall,Great Wall,,1-------,RL,0507,,6213S 05858W,
,AQ,HLY,Halley,Halley,,1-------,RL,0507,,7534S 02632W,
,AQ,JBS,Jang Bogo Station,Jang Bogo Station,,1-------,RL,1601,,7436S 16412E,
,AQ,JCP,Juan Carlos Primero,Juan Carlos Primero,,1-------,RL,0507,,6239S 06023W,
,AQ,JUB,Jubany,Jubany,,1-------,RL,0507,,6214S 05839W,
,AQ,KHN,Kohnen,Kohnen,,1-------,RL,0507,,7500S 00004E,
,AQ,KSG,King Sejong,King Sejong,,1-------,RL,0507,,6213S 05847W,
,AQ,LAW,Law Base,Law Base,,1-------,RL,0507,,6923S 07623E,
,AQ,MAW,Mawson Station,Mawson Station,,1-------,RL,0907,,6736S 06252E,
,AQ,MCM,McMurdo,McMurdo,,1--4----,RL,0507,,7750S 16640E,
,AQ,MIR,Mirny,Mirny,,1-------,RL,0507,,6633S 09300E,
,AQ,MRB,Marambio,Marambio,,1-------,RL,0507,,6414S 05639W,
,AQ,MZU,Mario Zucchelli,Mario Zucchelli,,1-------,RL,0507,,7441S 16407E,ex Terra Nova Bay Station
,AQ,OHG,General Bernardo O'higgins,General Bernardo O'higgins,,1-------,RL,0507,,6319S 05754W,
,AQ,ORC,Orcadas,Orcadas,,1-------,RL,0507,,6044S 04444W,
,AQ,PFS,Port Foster,Port Foster,,1-------,RL,1101,,6300S 06034W,
,AQ,PLM,Palmer,Palmer,,1-------,RL,0507,,6446S 06403W,
,AQ,PRO,Progress,Progress,,1-------,RL,0507,,6924S 07623E,
,AQ,ROT,Rothera,Rothera,,1-------,RL,0507,,6734S 06807W,
,AQ,SGN,Signy,Signy,,1-------,RL,0507,,6043S 04536W,
,AQ,SMT,San Martín,San Martin,,1-------,RL,0507,,6807S 06706W,
,AQ,SYW,Syowa,Syowa,,1-------,RL,0507,,6900S 03935E,
,AQ,VKY,Vernadsky,Vernadsky,,1-------,RL,0507,,6514S 06415W,
,AQ,WSA,Wasa,Wasa,,1-------,RL,0507,,7303S 01325W,
,AQ,ZGN,Zhongshan,Zhongshan,,1-------,RL,0507,,6922S 07623E,
,AR,ACF,Arrecifes,Arrecifes,B,123-----,RL,0601,,3405S 06007W,
,AR,ASO,Arroyo Seco,Arroyo Seco,,1-------,RL,0901,,3308S 06026W,
,AR,BHI,Bahía Blanca,Bahia Blanca,B,1--4----,AI,0212,,3843S 06217W,
,AR,BUE,Buenos Aires,Buenos Aires,C,12345---,AI,0401,,3435S 05840W,
,AR,BUI,Ingeniero Buitrago,Ingeniero Buitrago,B,1-------,RL,1801,,3321S 06008W,
,AR,BVC,Bella Vista,Bella Vista,W,1----6--,RL,1001,,2830S 05903W,
,AR,CBS,Chimbas,Chimbas,J,1----6--,RL,1107,,3129S 06832W,
,AR,CDL,Candelaria,Candelaria,N,1-------,RL,0901,,2727S 05545W,
,AR,CHO,Chilecito,Chilecito,F,1----6--,RL,1107,,2910S 06730W,
,AR,CLC,Caleta Córdoba,Caleta Cordoba,X,1-------,AI,0212,,4544S 06704W,
,AR,CMP,Campana,Campana,B,1-------,AI,1101,,3409S 05857W,
,AR,COL,Colón,Colon,E,1-------,AI,0212,,3213S 05808W,
,AR,COU,Concepción del Uruguay,Concepcion del Uruguay,E,1-------,AI,0212,,3229S 05814W,
,AR,CSA,Cabo San Antonio,Cabo San Antonio,,1-------,RL,0907,,3602S 05634W,
,AR,DGU,Del Guazu,Del Guazu,E,1-------,RL,1101,,3354S 05852W,
,AR,DME,Diamante,Diamante,R,1-------,AI,2407,,3204S 06039W,
,AR,DSU,Dock Sur,Dock Sur,B,1-3-----,RL,1001,,3439S 05820W,
,AR,GEO,Agrelo,Agrelo,M,1-------,RL,1107,,3307S 06853W,
,AR,GHU,Gualeguaychú,Gualeguaychu,E,1--4----,AI,0212,,3301S 05831W,
,AR,IBY,Ibicuy,Ibicuy,E,1-------,AI,0212,,3344S 05910W,
,AR,INW,Ingeniero White/Bahia Blanca,Ingeniero White/Bahia Blanca,B,1-3-----,RL,1001,,3847S 06216W,
,AR,IQO,Coquimbito,Coquimbito,M,1-------,RL,1107,,3258S 06845W,
,AR,LAV,Lavalle,Lavalle,K,1----6--,RL,0901,,2812S 06508W,
,AR,LCU,Lujan de Cuyo,Lujan de Cuyo,M,1----6--,RL,0901,,3303S 06852W,
,AR,LPG,La Plata,La Plata,B,1--4----,AI,1101,,3451S 05753W,
,AR,LPM,La Paz,La Paz,M,1----6--,RL,1107,,3328S 06733W,
,AR,LPS,Las Palmas,Las Palmas,B,123-----,RL,0212,,3401S 05907W,
,AR,LUJ,Luján,Lujan,B,123-----,RL,0601,,3434S 05906W,
,AR,LZG,Luzuriaga,Luzuriaga,M,1----6--,RL,1107,,3257S 06849W,
,AR,MDQ,Mar del Plata,Mar del Plata,B,1-345---,AI,1101,,3803S 05732W,
,AR,NOS,Molinos,Molinos,,1-------,RL,1107,,2525S 06619W,
,AR,OVI,Olavarría,Olavarria,B,123-----,RL,0601,,3653S 06020W,
,AR,OYO,Tres Arroyos,Tres Arroyos,B,1-34----,AI,1001,,3823S 06017W,
,AR,PAL,Puerto Alumbrera,Puerto Alumbrera,S,1-------,RL,1101,,3239S 06045W,
,AR,PCO,Punta Colorada,Punta Colorada,R,1-3-----,RL,1001,,4142S 06500W,
,AR,PEL,Puerto Eldorado,Puerto Eldorado,N,1-------,RL,1101,,2621S 05441W,
,AR,PLA,Puerto Lavalle,Puerto Lavalle,W,1-------,RL,1101,,2901S 05911W,
,AR,PME,Punta Medanos,Punta Medanos,B,1-------,RL,0901,,3650S 05640W,
,AR,PMY,Puerto Madryn,Puerto Madryn,U,1--4----,AI,1101,,4245S 06502W,
,AR,PP9,Pablo Podestá,Pablo Podesta,B,1-3-----,RL,1307,,3436S 05831W,
,AR,PRA,Paraná,Parana,E,1--4----,AI,0212,,3144S 06032W,
,AR,PRS,Puerto Rosales/Bahia Blanca,Puerto Rosales/Bahia Blanca,B,1-------,AI,1001,,3856S 06204W,
,AR,PUD,Puerto Deseado,Puerto Deseado,Z,1--4----,AI,1001,,4745S 06554W,
,AR,PWA,Puerto Wanda,Puerto Wanda,N,1-------,RL,1101,,2558S 05436W,
,AR,QBR,Quebracho/San Lorenzo,Quebracho/San Lorenzo,S,1-3-----,RL,0407,,3239S 06043W,
,AR,QQN,Quequén,Quequen,B,1-------,AI,1001,,3832S 05842W,
,AR,RFO,Rosario de la Frontera,Rosario de la Frontera,A,123-----,RL,0601,,2548S 06458W,
,AR,RGA,Río Grande,Rio Grande,V,1--4----,AI,0212,,5347S 06742W,
,AR,RGL,Río Gallegos,Rio Gallegos,Z,1--4----,AI,1101,,5138S 06913W,
,AR,RIC,Rio Cullen,Rio Cullen,,1-------,RL,0907,,5248S 06811W,
,AR,RIV,Rivadavia,Rivadavia,M,1----6--,RL,0901,,3311S 06828W,
,AR,ROC,Puerto Ingeniero M. Rocca,Puerto Ingeniero M. Rocca,B,1-------,RL,0401,,3451S 05756W,
,AR,ROS,Rosario,Rosario,S,12345---,AI,0401,,3257S 06039W,
,AR,RSF,Resinfor,Resinfor,S,1-------,RL,0901,,3239S 06044W,
,AR,RWO,Rawson,Rawson,U,123-----,RL,0601,,4318S 06506W,
,AR,RZA,Santa Cruz,Santa Cruz,Z,1--4----,AI,1001,,5001S 06825W,
,AR,SAE,San Antonio Este,San Antonio Este,R,1-------,RL,1001,,4048S 06444W,
,AR,SAN,Santa Ana,Santa Ana,N,1-------,RL,0901,,2720S 05535W,
,AR,SCA,San Carlos,San Carlos,M,1----6--,RL,0901,,3346S 06902W,
,AR,SFN,Santa Fe,Santa Fe,S,1234----,AI,0507,,3136S 06041W,
,AR,SIG,San Ignacio,San Ignacio,N,1-------,RL,0901,,2716S 05534W,
,AR,SMA,San Martin,San Martin,S,1-------,RL,0901,,3243S 06044W,
,AR,SMR,San Martin,San Martin,M,1----6--,RL,0901,,3304S 06828W,
,AR,SNS,San Nicolás de los Arroyos,San Nicolas de los Arroyos,B,1234----,AI,0212,,3320S 06014W,
,AR,SPD,San Pedro,San Pedro,E,1-3-----,RL,0201,,3341S 05910W,
,AR,SSJ,San Salvador de Jujuy,San Salvador de Jujuy,Y,123-5---,RL,0601,,2411S 06518W,
,AR,SSN,San Sebastián,San Sebastian,V,1-------,AI,0212,,5318S 06828W,
,AR,STA,Santa Rosa,Santa Rosa,M,1----6--,RL,0901,,3315S 06809W,
,AR,TIM,Timbúes,Timbues,S,123-----,AM,2207,,3238S 06047W,
,AR,TUC,Tucumán,Tucuman,T,1--4----,AI,1101,,2649S 06513W,
,AR,TUN,Tunuyan,Tunuyan,M,1----6--,RL,0901,,3334S 06901W,
,AR,ULA,San Julian,San Julian,Z,1--4----,AI,1001,,4918S 06743W,
,AR,URD,Urdurrain,Urdurrain,,1-3-----,RL,1101,,3241S 05853W,
,AR,USH,Ushuaia,Ushuaia,V,1--4----,AI,1001,,5448S 06818W,
,AR,VCN,Villa Constitución,Villa Constitucion,S,123-----,AI,0212,,3314S 06020W,
,AR,VHE,Villa Hernandarias,Villa Hernandarias,E,1-------,RL,0901,,3114S 05959W,
,AR,VLO,Vicente López,Vicente Lopez,B,123-----,RL,0701,,3431S 05829W,
,AR,ZAE,Zárate,Zarate,B,1-------,AI,0212,,3406S 05902W,
,AS,PPG,Pago Pago,Pago Pago,,1--45---,AI,1707,,1416N 17042W,
,AT,7PZ,Prinzersdorf,Prinzersdorf,3,1-3-----,RL,1401,,4812N 01531E,
,AT,ATK,Paternion,Paternion,2,1-3-----,RL,1401,,4642N 01338E,
,AT,ATN,Asten,Asten,4,123-----,RL,0507,,4813N 01424E,
,AT,AWH,Altenwörth,Altenworth,3,1-3-----,RL,0507,,4823N 01551E,
,AT,BFS,Bischofshofen,Bischofshofen,5,123-----,RL,0307,,4725N 01313E,
,AT,BNN,Hobersbrunn,Hobersbrunn,3,1-------,RL,1107,,4830N 01634E,
,AT,BOE,Böhlerwenk,Bohlerwenk,3,123-----,RL,1207,,4759N 01445E,
,AT,BRI,Engabrunn,Engabrunn,,1-------,RL,1107,,4827N 01545E,
,AT,BRZ,Bregenz,Bregenz,8,123-----,RL,1307,XGZ,4730N 00946E,
,AT,DFC,Engerwitzdorf,Engerwitzdorf,4,1-3-----,RL,1401,,4821N 01427E,
,AT,DKZ,Deutschkreutz,Deutschkreutz,1,1----6--,RL,1107,,4736N 01638E,
,AT,DOF,Hadersdorf,Hadersdorf,3,1-------,RL,1107,,4827N 01543E,
,AT,DRA,Drasenhofen,Drasenhofen,3,1----6--,RL,1001,,4845N 01639W,
,AT,DRO,Dross,Dross,3,1-3-----,RL,1307,,4827N 01534E,
,AT,DUE,Dürnstein,Durnstein,,123-----,RL,0601,,4823N 01531E,
,AT,DWA,Deutsch Wagram,Deutsch Wagram,,123-----,RL,0601,,4818N 01634E,
,AT,EBR,Ebreichsdorf,Ebreichsdorf,3,1-3-----,RL,0407,,4757N 01624E,
,AT,EIN,Hoflein,Hoflein,3,1-------,RL,1107,,4804N 01647E,
,AT,EPD,Erpersdorf,Erpersdorf,,1-3-----,RL,0601,,4820N 01554E,
,AT,ERL,Erl,Erl,,1-3--6--,RL,0601,,4740N 01210E,
,AT,ERM,Vordernberg,Vordernberg,6,1-3-----,RL,1401,,4728N 01500E,
,AT,ERO,Engelmannsbrunn,Engelmannsbrunn,3,1-3-----,RL,1401,,4827N 01553E,
,AT,ERR,Dobermannsdorf,Dobermannsdorf,,1-------,RL,1107,,4836N 01649E,
,AT,ETZ,Rietz,Rietz,7,1-------,RL,1107,,4717N 01103E,
,AT,EWD,Eibiswald,Eibiswald,6,1----6--,RL,1107,,4641N 01550E,
,AT,FBZ,Sankt Stefan ob Stainz,Sankt Stefan ob Stainz,6,1-------,RL,1107,,4655N 01515E,
,AT,FG7,Achau,Achau,,1----6--,RL,0907,,4840N 16230W,
,AT,FHR,Fehring,Fehring,,1-3--6--,RL,0601,,4656N 01600E,
,AT,FNA,Freudenau,Freudenau,9,1-3-----,RL,0901,,4811N 01626E,
,AT,FPS,Fulpmes,Fulpmes,,1-3-----,RL,0601,,4709N 01121E,
,AT,FSU,Faistenau,Faistenau,,1-3-----,RL,0601,,4746N 01313E,
,AT,GA6,Gamlitz,Gamlitz,6,1----6--,RL,1107,,4643N 01533E,
,AT,GDN,Gmunden,Gmunden,,123-----,RL,0601,,4755N 01348E,
,AT,GFS,Greifenstein,Greifenstein,3,123-----,RL,0507,,4820N 01614E,
,AT,GGU,Oggau,Oggau,1,1-------,RL,1107,,4750N 01640E,
,AT,GHH,Haugsdorf,Haugsdorf,3,1-------,RL,1107,,4842N 01604E,
,AT,GHJ,Krustetten,Krustetten,3,1----6--,RL,1107,,4822N 15400W,
,AT,GRN,Grein,Grein,,123-----,RL,0601,,4813N 01450E,
,AT,GSN,Gutenstein,Gutenstein,,1-3-----,RL,0601,,4752N 01553E,
,AT,HKM,Hadersdorf-Kammern,Hadersdorf-Kammern,3,1-3-----,RL,1307,,4827N 01543E,
,AT,IEG,Limberg,Limberg,3,1-------,RL,1107,,4835N 01552E,
,AT,ITN,Hausleiten,Hausleiten,3,1-------,RL,1107,,4823N 01606E,
,AT,JDD,Judendorf,Judendorf,6,1----6--,RL,1107,,4707N 01521E,
,AT,JPS,Japons,Japons,3,1----6--,RL,1201,,4847N 01534E,
,AT,KAM,Kammern im Liesingtal,Kammern im Liesingtal,8,123-----,RL,0701,,4724N 01454E,
,AT,KFD,Knittelfeld,Knittelfeld,,123-----,RL,0601,,4712N 01449E,
,AT,KMB,Krummnussbaum,Krummnussbaum,,123--6--,RL,0601,,4813N 01510E,
,AT,KTT,Kematen in Tirol,Kematen in Tirol,,123--6--,RL,0601,,4715N 01116E,
,AT,LKN,Falkenstein,Falkenstein,3,1-------,RL,1301,,4843N 01335E,
,AT,LTS,Leutschach,Leutschach,6,1----6--,RL,1201,,4640N 01528E,
,AT,LTX,Hainfeld,Hainfeld,3,1-3-----,RL,1401,,4802N 01546E,
,AT,LUA,Lembach,Lembach,4,1-3-----,RL,1401,,4829N 01353E,
,AT,LZD,Langenzersdorf,Langenzersdorf,3,123-----,RL,0407,,4818N 01621E,
,AT,MAB,Marbach an der Donau,Marbach an der Donau,3,123-----,RL,1001,,4813N 01509E,
,AT,MAN,Manning,Manning,4,1-3-----,RL,1401,,4805N 01340E,
,AT,MBS,Morbisch am See,Morbisch am See,1,1----6--,RL,1107,,4745N 01640E,
,AT,MKA,Markt Allhau,Markt Allhau,1,1----6--,RL,1107,,4714N 01605E,
,AT,MKC,Mitterkirchen,Mitterkirchen,4,1-3-----,RL,0507,,4811N 01442E,
,AT,NAD,Neuhofen an der Ybbs,Neuhofen an der Ybbs,3,1-3-----,RL,1401,,4803N 01451E,
,AT,ND2,Nickelsdorf,Nickelsdorf,1,1----6--,RL,1107,,4756N 01704E,
,AT,NFN,Neufelden,Neufelden,,123-----,RL,0601,,4829N 01359E,
,AT,NGG,Neudegg,Neudegg,3,1----6--,RL,1107,,4829N 01553E,
,AT,NNN,Donnerskirchen,Donnerskirchen,1,1-------,RL,1107,,4754N 01638E,
,AT,NT9,Muthmannsdorf,Muthmannsdorf,3,1-3-----,RL,1401,,4750N 01606E,
,AT,NUZ,Nüziders,Nuziders,,123-----,RL,0601,,4711N 00948E,
,AT,OSH,Ottensheim,Ottensheim,4,123-----,RL,0507,,4820N 01411E,
,AT,PAS,Podersdorf am See,Podersdorf am See,1,1-3-----,RL,0901,,4751N 01650E,
,AT,PBU,Persenbeug,Persenbeug,3,123-----,RL,0507,,4811N 01504E,
,AT,PET,Petzenkirchen,Petzenkirchen,3,1----6--,RL,1201,,4808N 01509E,
,AT,RAD,Radstadt,Radstadt,,123-----,RL,0601,,4723N 01327E,
,AT,REG,Regau,Regau,4,1----6--,RL,1001,,4805N 01408E,
,AT,RHN,Ranshofen,Ranshofen,,1-3-----,RL,0601,,4814N 01300E,
,AT,RHR,Rohrau,Rohrau,3,1----6--,RL,1107,,4804N 01651E,
,AT,RRF,Ruhrsdorf,Ruhrsdorf,3,1-------,RL,1107,,4824N 01530E,
,AT,SAG,Schutzen am Gebirge,Schutzen am Gebirge,1,1----6--,RL,1107,,4751N 01637E,
,AT,SAK,Sankt Aegidi,Sankt Aegidi,4,1-3-----,RL,1401,,4829N 01345E,
,AT,SFT,Senftenberg,Senftenberg,3,1----6--,RL,1107,,4826N 01533E,
,AT,SGS,Sankt Georgen bei Salzburg,Sankt Georgen bei Salzburg,,123-----,RL,0601,,4759N 01253E,
,AT,SK3,Sankt Margrethen,Sankt Margrethen,2,1----6--,RL,1107,,4638N 01423E,
,AT,SMK,Schönau im Mühlkreis,Schonau im Muhlkreis,4,1----6--,RL,1201,,4823N 01444E,
,AT,SMR,Sankt Margarethen an der Raab,Sankt Margarethen an der Raab,6,1-3-----,RL,1401,,4703N 01545E,
,AT,SPG,Spannberg,Spannberg,3,1----6--,RL,1201,,4827N 01644E,
,AT,SPZ,Spitz,Spitz,,123-----,RL,0601,,4822N 01525E,
,AT,SSS,Steinberg,Steinberg,1,1----6--,RL,0901,,4729N 01629E,
,AT,ST6,Straden,Straden,6,1----6--,RL,1107,,4648N 01552E,
,AT,STD,Steeg,Steeg,,1-3-----,RL,0601,,4736N 01338E,
,AT,SUH,Sankt Ulrich,Sankt Ulrich,3,1----6--,RL,1201,,4836N 01646E,
,AT,SUS,Steinhaus,Steinhaus,4,1----6--,RL,1201,,4807N 01401E,
,AT,SVM,Sankt Veit im Mühlkreis,Sankt Veit im Muhlkreis,4,1-3-----,RL,1401,,4828N 01409E,
,AT,SWH,Gross-Schweinbarth,Gross-Schweinbarth,3,1-3-----,RL,1101,,4824N 01637E,
,AT,SXA,Bernhardsthal,Bernhardsthal,3,1-3-----,RL,1307,,4841N 01652E,
,AT,TAM,Tamsweg,Tamsweg,5,1----6--,RL,1301,,4708N 01348E,
,AT,TEN,Hausmannstatten,Hausmannstatten,6,1-------,RL,1107,,4659N 01530E,
,AT,TFS,Terfens,Terfens,7,123-----,RL,0701,,4719N 01139E,
,AT,THS,Theiss,Theiss,3,1-3-----,RL,0507,,4823N 01541E,
,AT,TKP,Taufkirchen an der Pram,Taufkirchen an der Pram,,123--6--,RL,0601,,4825N 01332E,
,AT,TMR,Traismauer,Traismauer,,123-----,RL,0601,,4820N 01544E,
,AT,TTL,Schrattenthal,Schrattenthal,3,1-------,RL,1107,,4842N 01554E,
,AT,VEL,Velden,Velden,2,123-----,RL,0701,,4637N 01403E,
,AT,WDF,Weitendorf,Weitendorf,6,1-3-----,RL,1401,,4653N 01528E,
,AT,WEU,Weinburg,Weinburg,3,1-------,RL,1307,,4806N 01531E,
,AT,WSE,Wallsee,Wallsee,3,1-3-----,RL,0507,,4810N 01443E,
,AT,WUL,Wulkaprodersdorf,Wulkaprodersdorf,1,1-3-----,RL,1401,,4748N 01630E,
,AT,XAE,Oehling,Oehling,3,1-3-----,RL,1401,,4806N 01448E,
,AT,ZIN,Inzersdorf an der Traisen,Inzersdorf an der Traisen,3,1-------,RL,1107,,4819N 01540E,
,AT,ZLF,Jetzelsdorf,Jetzelsdorf,3,1-------,RL,1107,,4842N 01603E,
,AT,ZNG,Zobing,Zobing,3,1-------,RL,1301,,4829N 01541E,
,AT,ZRF,Ketzelsdorf,Ketzelsdorf,3,1-------,RL,1107,,4839N 01639E,
,AU,5CI,Selby,Selby,VIC,1----6--,RL,1601,,3755S 14523E,
,AU,ABP,Abbot Point,Abbot Point,QLD,1-------,AC,1607,,1954S 14805E,
,AU,ADL,Adelaide,Adelaide,SA,12345---,AC,0307,,3455S 13835E,
,AU,AGS,Augusta,Augusta,WA,1-3-----,RL,0607,,3419S 11510E,
,AU,ALD,Aldgate,Aldgate,SA,1----6--,RL,1107,,3501S 13844E,
,AU,ALI,Australind,Australind,WA,1-3-----,RL,0607,,3317S 11543E,
,AU,ALP,Abell Point,Abell Point,QLD,1-3-----,AC,1401,,2016S 14843E,
,AU,AMR,Amrun,Amrun,QLD,1-------,AA,1801,,1255S 14137E,
,AU,ANN,Annandale,Annandale,NSW,1----6--,RL,1107,,3353S 15110E,
,AU,APP,Applecross,Applecross,WA,1----6--,RL,1107,,3201S 11550E,
,AU,ASB,Ashburton,Ashburton,WA,1-3-----,AM,2007,,2141S 11500E,
,AU,ASH,Ashton,Ashton,SA,1----6--,RL,1107,,3456S 13844E,
